"","date","year","month","sla_mm","decimal_year","predicted"
"51",1997-03-15,1997,3,-44.7999984025955,1997.20833333333,1.39877919010723
"52",1997-04-15,1997,4,-3.59999993816018,1997.29166666667,1.68826167640691
"53",1997-05-15,1997,5,-31.700000166893,1997.375,1.97774416270568
"54",1997-06-15,1997,6,-22.9000002145767,1997.45833333333,2.26722664900444
"55",1997-07-15,1997,7,-15.4999997466803,1997.54166666667,2.55670913530412
"56",1997-08-15,1997,8,33.7999984622002,1997.625,2.84619162160197
"57",1997-09-15,1997,9,13.1999999284744,1997.70833333333,3.13567410790074
"58",1997-10-15,1997,10,41.2000007927418,1997.79166666667,3.42515659420042
"59",1997-11-15,1997,11,22.6000007241964,1997.875,3.71463908049918
"60",1997-12-15,1997,12,71.9000026583672,1997.95833333333,4.00412156679795
"61",1998-01-15,1998,1,32.4999988079071,1998.04166666667,4.29360405309762
"62",1998-02-15,1998,2,52.4000003933907,1998.125,4.58308653939639
"63",1998-03-15,1998,3,72.3000019788742,1998.20833333333,4.87256902569516
"64",1998-04-15,1998,4,148.800000548363,1998.29166666667,5.16205151199392
"65",1998-05-15,1998,5,80.8999985456467,1998.375,5.45153399829269
"66",1998-06-15,1998,6,57.5999990105629,1998.45833333333,5.74101648459146
"67",1998-07-15,1998,7,40.1000007987022,1998.54166666667,6.03049897089113
"68",1998-08-15,1998,8,51.8999993801117,1998.625,6.3199814571899
"69",1998-09-15,1998,9,23.0000000447035,1998.70833333333,6.60946394348866
"70",1998-10-15,1998,10,-24.8000007122755,1998.79166666667,6.89894642978834
"71",1998-11-15,1998,11,-19.2000009119511,1998.875,7.1884289160871
"72",1998-12-15,1998,12,38.4000018239021,1998.95833333333,7.47791140238587
"73",1999-01-15,1999,1,31.5999984741211,1999.04166666667,7.76739388868464
"74",1999-02-15,1999,2,-24.8000007122755,1999.125,8.0568763749834
"75",1999-03-15,1999,3,-25.000000372529,1999.20833333333,8.34635886128217
"76",1999-04-15,1999,4,-31.3999988138676,1999.29166666667,8.63584134758185
"77",1999-05-15,1999,5,60.6000013649464,1999.375,8.92532383388061
"78",1999-06-15,1999,6,30.799999833107,1999.45833333333,9.21480632017938
"79",1999-07-15,1999,7,-6.50000013411045,1999.54166666667,9.50428880647905
"80",1999-08-15,1999,8,42.7000001072884,1999.625,9.79377129277782
"81",1999-09-15,1999,9,29.9999993294477,1999.70833333333,10.0832537790766
"82",1999-10-15,1999,10,-16.7999994009733,1999.79166666667,10.3727362653754
"83",1999-11-15,1999,11,22.80000038445,1999.875,10.6622187516741
"84",1999-12-15,1999,12,-30.2000008523464,1999.95833333333,10.9517012379729
"85",2000-01-15,2000,1,-22.5000008940697,2000.04166666667,11.2411837242726
"86",2000-02-15,2000,2,-32.0999994874001,2000.125,11.5306662105713
"87",2000-03-15,2000,3,-47.2999997437,2000.20833333333,11.8201486968701
"88",2000-04-15,2000,4,-106.600001454353,2000.29166666667,12.1096311831698
"89",2000-05-15,2000,5,36.2999998033047,2000.375,12.3991136694685
"90",2000-06-15,2000,6,-13.1000000983477,2000.45833333333,12.6885961557664
"91",2000-07-15,2000,7,-36.8000008165836,2000.54166666667,12.9780786420661
"92",2000-08-15,2000,8,-53.5999983549118,2000.625,13.2675611283648
"93",2000-09-15,2000,9,-1.50000001303852,2000.70833333333,13.5570436146636
"94",2000-10-15,2000,10,-89.199997484684,2000.79166666667,13.8465261009633
"95",2000-11-15,2000,11,-21.9000000506639,2000.875,14.136008587262
"96",2000-12-15,2000,12,-24.100000038743,2000.95833333333,14.4254910735608
"97",2001-01-15,2001,1,-20.0999993830919,2001.04166666667,14.7149735598605
"98",2001-02-15,2001,2,-69.7999969124794,2001.125,15.0044560461583
"99",2001-03-15,2001,3,4.90000005811453,2001.20833333333,15.2939385324571
"100",2001-04-15,2001,4,-52.4000003933907,2001.29166666667,15.5834210187568
"101",2001-05-15,2001,5,-0.199999994947575,2001.375,15.8729035050555
"102",2001-06-15,2001,6,-21.9000000506639,2001.45833333333,16.1623859913543
"103",2001-07-15,2001,7,-35.9999984502792,2001.54166666667,16.451868477654
"104",2001-08-15,2001,8,-71.6999992728233,2001.625,16.7413509639528
"105",2001-09-15,2001,9,-43.4999987483025,2001.70833333333,17.0308334502515
"106",2001-10-15,2001,10,-19.9999995529652,2001.79166666667,17.3203159365503
"107",2001-11-15,2001,11,-56.4000010490417,2001.875,17.6097984228491
"108",2001-12-15,2001,12,-23.199999704957,2001.95833333333,17.8992809091478
"109",2002-01-15,2002,1,-16.4000000804663,2002.04166666667,18.1887633954475
"110",2002-02-15,2002,2,-39.2000004649162,2002.125,18.4782458817463
"111",2002-03-15,2002,3,-0.500000023748726,2002.20833333333,18.767728368045
"112",2002-04-15,2002,4,-18.7999997287989,2002.29166666667,19.0572108543447
"113",2002-05-15,2002,5,30.799999833107,2002.375,19.3466933406435
"114",2002-06-15,2002,6,-25.000000372529,2002.45833333333,19.6361758269422
"115",2002-07-15,2002,7,-37.0000004768372,2002.54166666667,19.925658313241
"116",2002-08-15,2002,8,-21.2999992072582,2002.625,20.2151407995398
"117",2002-09-15,2002,9,18.6999998986721,2002.70833333333,20.5046232858385
"118",2002-10-15,2002,10,-39.2999984323978,2002.79166666667,20.7941057721382
"119",2002-11-15,2002,11,16.8999992311001,2002.875,21.083588258437
"120",2002-12-15,2002,12,-21.2999992072582,2002.95833333333,21.3730707447357
"121",2003-01-15,2003,1,5.59999980032444,2003.04166666667,21.6625532310354
"122",2003-02-15,2003,2,2.49999994412065,2003.125,21.9520357173342
"123",2003-03-15,2003,3,36.8000008165836,2003.20833333333,22.241518203632
"124",2003-04-15,2003,4,63.7999996542931,2003.29166666667,22.5310006899317
"125",2003-05-15,2003,5,20.7000002264977,2003.375,22.8204831762305
"126",2003-06-15,2003,6,44.7999984025955,2003.45833333333,23.1099656625292
"127",2003-07-15,2003,7,-6.59999996423721,2003.54166666667,23.3994481488289
"128",2003-08-15,2003,8,10.7000004500151,2003.625,23.6889306351277
"129",2003-09-15,2003,9,14.0000004321337,2003.70833333333,23.9784131214265
"130",2003-10-15,2003,10,16.6999995708466,2003.79166666667,24.2678956077261
"131",2003-11-15,2003,11,2.89999996311963,2003.875,24.557378094024
"132",2003-12-15,2003,12,28.0000008642673,2003.95833333333,24.8468605803228
"133",2004-01-15,2004,1,26.1000003665686,2004.04166666667,25.1363430666224
"134",2004-02-15,2004,2,64.6999999880791,2004.125,25.4258255529212
"135",2004-03-15,2004,3,-11.5000000223517,2004.20833333333,25.71530803922
"136",2004-04-15,2004,4,72.2000002861023,2004.29166666667,26.0047905255196
"137",2004-05-15,2004,5,41.4000004529953,2004.375,26.2942730118184
"138",2004-06-15,2004,6,30.8999996632338,2004.45833333333,26.5837554981172
"139",2004-07-15,2004,7,35.9000004827976,2004.54166666667,26.8732379844159
"140",2004-08-15,2004,8,-20.1999992132187,2004.625,27.1627204707147
"141",2004-09-15,2004,9,-6.69999979436398,2004.70833333333,27.4522029570135
"142",2004-10-15,2004,10,28.0000008642673,2004.79166666667,27.7416854433131
"143",2004-11-15,2004,11,12.5000001862645,2004.875,28.0311679296119
"144",2004-12-15,2004,12,73.4999999403954,2004.95833333333,28.3206504159107
"145",2005-01-15,2005,1,-9.39999986439943,2005.04166666667,28.6101329022104
"146",2005-02-15,2005,2,22.3999992012978,2005.125,28.8996153885091
"147",2005-03-15,2005,3,1.09999999403954,2005.20833333333,29.1890978748079
"148",2005-04-15,2005,4,76.0999992489815,2005.29166666667,29.4785803611067
"149",2005-05-15,2005,5,45.2999994158745,2005.375,29.7680628474054
"150",2005-06-15,2005,6,29.2000006884336,2005.45833333333,30.0575453337042
"151",2005-07-15,2005,7,39.0000008046627,2005.54166666667,30.3470278200039
"152",2005-08-15,2005,8,31.3999988138676,2005.625,30.6365103063026
"153",2005-09-15,2005,9,28.999999165535,2005.70833333333,30.9259927926014
"154",2005-10-15,2005,10,34.400001168251,2005.79166666667,31.2154752789011
"155",2005-11-15,2005,11,65.9999996423721,2005.875,31.5049577651998
"156",2005-12-15,2005,12,23.4999991953373,2005.95833333333,31.7944402514986
"157",2006-01-15,2006,1,8.39999970048666,2006.04166666667,32.0839227377974
"158",2006-02-15,2006,2,79.4999971985817,2006.125,32.3734052240961
"159",2006-03-15,2006,3,9.70000028610229,2006.20833333333,32.6628877103949
"160",2006-04-15,2006,4,52.0000010728836,2006.29166666667,32.9523701966946
"161",2006-05-15,2006,5,67.500002682209,2006.375,33.2418526829933
"162",2006-06-15,2006,6,56.0999996960163,2006.45833333333,33.5313351692921
"163",2006-07-15,2006,7,25.8000008761883,2006.54166666667,33.8208176555918
"164",2006-08-15,2006,8,74.9000012874603,2006.625,34.1103001418905
"165",2006-09-15,2006,9,28.5999998450279,2006.70833333333,34.3997826281884
"166",2006-10-15,2006,10,52.9999993741512,2006.79166666667,34.6892651144881
"167",2006-11-15,2006,11,11.400000192225,2006.875,34.9787476007868
"168",2006-12-15,2006,12,6.59999996423721,2006.95833333333,35.2682300870856
"169",2007-01-15,2007,1,17.3000004142523,2007.04166666667,35.5577125733853
"170",2007-02-15,2007,2,108.599998056889,2007.125,35.8471950596841
"171",2007-03-15,2007,3,51.1999987065792,2007.20833333333,36.1366775459828
"172",2007-04-15,2007,4,77.7999982237816,2007.29166666667,36.4261600322825
"173",2007-05-15,2007,5,117.600001394749,2007.375,36.7156425185804
"174",2007-06-15,2007,6,91.6000008583069,2007.45833333333,37.0051250048791
"175",2007-07-15,2007,7,89.199997484684,2007.54166666667,37.2946074911788
"176",2007-08-15,2007,8,93.5999974608421,2007.625,37.5840899774776
"177",2007-09-15,2007,9,89.4000008702278,2007.70833333333,37.8735724637763
"178",2007-10-15,2007,10,65.4999986290932,2007.79166666667,38.163054950076
"179",2007-11-15,2007,11,97.9999974370003,2007.875,38.4525374363748
"180",2007-12-15,2007,12,85.5000019073486,2007.95833333333,38.7420199226735
"181",2008-01-15,2008,1,61.7000013589859,2008.04166666667,39.0315024089723
"182",2008-02-15,2008,2,14.1000002622604,2008.125,39.3209848952711
"183",2008-03-15,2008,3,70.1000019907951,2008.20833333333,39.6104673815698
"184",2008-04-15,2008,4,-32.0000015199184,2008.29166666667,39.8999498678695
"185",2008-05-15,2008,5,34.8000004887581,2008.375,40.1894323541683
"186",2008-06-15,2008,6,72.4000036716461,2008.45833333333,40.478914840467
"187",2008-07-15,2008,7,47.4000014364719,2008.54166666667,40.7683973267667
"188",2008-08-15,2008,8,34.6000008285046,2008.625,41.0578798130655
"189",2008-09-15,2008,9,31.8000018596649,2008.70833333333,41.3473622993642
"190",2008-10-15,2008,10,-11.0999997705221,2008.79166666667,41.636844785663
"191",2008-11-15,2008,11,-0.600000028498471,2008.875,41.9263272719618
"192",2008-12-15,2008,12,17.3000004142523,2008.95833333333,42.2158097582605
"193",2009-01-15,2009,1,62.3000003397465,2009.04166666667,42.5052922445602
"194",2009-02-15,2009,2,16.499999910593,2009.125,42.794774730859
"195",2009-03-15,2009,3,28.4000001847744,2009.20833333333,43.0842572171578
"196",2009-04-15,2009,4,45.099999755621,2009.29166666667,43.3737397034574
"197",2009-05-15,2009,5,18.8999995589256,2009.375,43.6632221897562
"198",2009-06-15,2009,6,-4.10000002011657,2009.45833333333,43.9527046760541
"199",2009-07-15,2009,7,54.9999997019768,2009.54166666667,44.2421871623537
"200",2009-08-15,2009,8,-16.7999994009733,2009.625,44.5316696486525
"201",2009-09-15,2009,9,30.4000005125999,2009.70833333333,44.8211521349513
"202",2009-10-15,2009,10,11.8000004440546,2009.79166666667,45.1106346212509
"203",2009-11-15,2009,11,85.0000008940697,2009.875,45.4001171075497
"204",2009-12-15,2009,12,49.1999983787537,2009.95833333333,45.6895995938485
"205",2010-01-15,2010,1,56.2999993562698,2010.04166666667,45.9790820801481
"206",2010-02-15,2010,2,42.5999984145164,2010.125,46.268564566446
"207",2010-03-15,2010,3,92.2999978065491,2010.20833333333,46.5580470527448
"208",2010-04-15,2010,4,43.0999994277954,2010.29166666667,46.8475295390444
"209",2010-05-15,2010,5,84.2000022530556,2010.375,47.1370120253432
"210",2010-06-15,2010,6,91.499999165535,2010.45833333333,47.426494511642
"211",2010-07-15,2010,7,42.7000001072884,2010.54166666667,47.7159769979417
"212",2010-08-15,2010,8,47.6999990642071,2010.625,48.0054594842404
"213",2010-09-15,2010,9,67.8000003099442,2010.70833333333,48.2949419705392
"214",2010-10-15,2010,10,70.5000013113022,2010.79166666667,48.584424456838
"215",2010-11-15,2010,11,65.4999986290932,2010.875,48.8739069431367
"216",2010-12-15,2010,12,64.9000033736229,2010.95833333333,49.1633894294355
"217",2011-01-15,2011,1,70.3999996185303,2011.04166666667,49.4528719157352
"218",2011-02-15,2011,2,16.5999997407198,2011.125,49.7423544020339
"219",2011-03-15,2011,3,32.6999984681606,2011.20833333333,50.0318368883327
"220",2011-04-15,2011,4,53.3000007271767,2011.29166666667,50.3213193746324
"221",2011-05-15,2011,5,41.0000011324883,2011.375,50.6108018609311
"222",2011-06-15,2011,6,50.2000004053116,2011.45833333333,50.9002843472299
"223",2011-07-15,2011,7,13.0000002682209,2011.54166666667,51.1897668335287
"224",2011-08-15,2011,8,49.8000010848045,2011.625,51.4792493198274
"225",2011-09-15,2011,9,55.7999983429909,2011.70833333333,51.7687318061262
"226",2011-10-15,2011,10,72.8000029921532,2011.79166666667,52.0582142924259
"227",2011-11-15,2011,11,85.7999995350838,2011.875,52.3476967787246
"228",2011-12-15,2011,12,98.300002515316,2011.95833333333,52.6371792650234
"229",2012-01-15,2012,1,23.700000718236,2012.04166666667,52.9266617513231
"230",2012-02-15,2012,2,71.9999969005585,2012.125,53.2161442376218
"231",2012-03-15,2012,3,26.6999993473291,2012.20833333333,53.5056267239206
"232",2012-04-15,2012,4,52.9999993741512,2012.29166666667,53.7951092102194
"233",2012-05-15,2012,5,-7.00000021606684,2012.375,54.0845916965181
"234",2012-06-15,2012,6,6.20000017806888,2012.45833333333,54.3740741828169
"235",2012-07-15,2012,7,40.8000014722347,2012.54166666667,54.6635566691166
"236",2012-08-15,2012,8,49.4000017642975,2012.625,54.9530391554154
"237",2012-09-15,2012,9,36.8000008165836,2012.70833333333,55.2425216417141
"238",2012-10-15,2012,10,64.9999976158142,2012.79166666667,55.5320041280138
"239",2012-11-15,2012,11,40.8000014722347,2012.875,55.8214866143126
"240",2012-12-15,2012,12,57.7999986708164,2012.95833333333,56.1109691006104
"241",2013-01-15,2013,1,48.700001090765,2013.04166666667,56.4004515869101
"242",2013-02-15,2013,2,63.6999979615211,2013.125,56.6899340732089
"243",2013-03-15,2013,3,50.500001758337,2013.20833333333,56.9794165595076
"244",2013-04-15,2013,4,56.8999983370304,2013.29166666667,57.2688990458073
"245",2013-05-15,2013,5,21.8000002205372,2013.375,57.5583815321061
"246",2013-06-15,2013,6,75.9000033140182,2013.45833333333,57.8478640184048
"247",2013-07-15,2013,7,12.699999846518,2013.54166666667,58.1373465047045
"248",2013-08-15,2013,8,84.1000005602837,2013.625,58.4268289910024
"249",2013-09-15,2013,9,57.7000007033348,2013.70833333333,58.7163114773011
"250",2013-10-15,2013,10,76.0999992489815,2013.79166666667,59.0057939636008
"251",2013-11-15,2013,11,-13.5000003501773,2013.875,59.2952764498996
"252",2013-12-15,2013,12,26.9000008702278,2013.95833333333,59.5847589361983
"253",2014-01-15,2014,1,53.3999986946583,2014.04166666667,59.874241422498
"254",2014-02-15,2014,2,78.2999992370605,2014.125,60.1637239087968
"255",2014-03-15,2014,3,2.79999990016222,2014.20833333333,60.4532063950955
"256",2014-04-15,2014,4,73.3999982476234,2014.29166666667,60.7426888813943
"257",2014-05-15,2014,5,56.0000017285347,2014.375,61.0321713676931
"258",2014-06-15,2014,6,91.499999165535,2014.45833333333,61.3216538539918
"259",2014-07-15,2014,7,57.0000000298023,2014.54166666667,61.6111363402915
"260",2014-08-15,2014,8,69.300003349781,2014.625,61.9006188265903
"261",2014-09-15,2014,9,90.4000028967857,2014.70833333333,62.1901013128891
"262",2014-10-15,2014,10,95.2999964356422,2014.79166666667,62.4795837991887
"263",2014-11-15,2014,11,74.4000002741814,2014.875,62.7690662854875
"264",2014-12-15,2014,12,70.2999979257584,2014.95833333333,63.0585487717863
"265",2015-01-15,2015,1,73.6000016331673,2015.04166666667,63.348031258085
"266",2015-02-15,2015,2,127.20000743866,2015.125,63.6375137443838
"267",2015-03-15,2015,3,93.9999967813492,2015.20833333333,63.9269962306826
"268",2015-04-15,2015,4,123.3000010252,2015.29166666667,64.2164787169822
"269",2015-05-15,2015,5,107.799999415874,2015.375,64.505961203281
"270",2015-06-15,2015,6,111.299999058247,2015.45833333333,64.7954436895798
"271",2015-07-15,2015,7,96.6000035405159,2015.54166666667,65.0849261758794
"272",2015-08-15,2015,8,106.100000441074,2015.625,65.3744086621782
"273",2015-09-15,2015,9,130.400002002716,2015.70833333333,65.6638911484761
"274",2015-10-15,2015,10,73.7000033259392,2015.79166666667,65.9533736347757
"275",2015-11-15,2015,11,104.299999773502,2015.875,66.2428561210745
"276",2015-12-15,2015,12,92.9000005125999,2015.95833333333,66.5323386073733
"277",2016-01-15,2016,1,63.5000020265579,2016.04166666667,66.821821093673
"278",2016-02-15,2016,2,110.89999973774,2016.125,67.1113035799717
"279",2016-03-15,2016,3,139.799997210503,2016.20833333333,67.4007860662705
"280",2016-04-15,2016,4,127.20000743866,2016.29166666667,67.6902685525702
"281",2016-05-15,2016,5,108.400002121925,2016.375,67.979751038868
"282",2016-06-15,2016,6,78.5000026226044,2016.45833333333,68.2692335251668
"283",2016-07-15,2016,7,51.3000003993511,2016.54166666667,68.5587160114665
"284",2016-08-15,2016,8,12.9000004380941,2016.625,68.8481984977652
"285",2016-09-15,2016,9,6.30000000819564,2016.70833333333,69.137680984064
"286",2016-10-15,2016,10,63.400000333786,2016.79166666667,69.4271634703637
"287",2016-11-15,2016,11,-2.70000007003546,2016.875,69.7166459566624
"288",2016-12-15,2016,12,0.39999998989515,2016.95833333333,70.0061284429612
"289",2017-01-15,2017,1,57.7000007033348,2017.04166666667,70.29561092926
"290",2017-02-15,2017,2,-17.3000004142523,2017.125,70.5850934155587
"291",2017-03-15,2017,3,77.7999982237816,2017.20833333333,70.8745759018575
"292",2017-04-15,2017,4,13.2999997586012,2017.29166666667,71.1640583881572
"293",2017-05-15,2017,5,23.8000005483627,2017.375,71.4535408744559
"294",2017-06-15,2017,6,65.700002014637,2017.45833333333,71.7430233607547
"295",2017-07-15,2017,7,40.5000001192093,2017.54166666667,72.0325058470544
"296",2017-08-15,2017,8,90.599998831749,2017.625,72.3219883333531
"297",2017-09-15,2017,9,75.1999989151955,2017.70833333333,72.6114708196519
"298",2017-10-15,2017,10,35.0000001490116,2017.79166666667,72.9009533059507
"299",2017-11-15,2017,11,68.400003015995,2017.875,73.1904357922494
"300",2017-12-15,2017,12,23.9000003784895,2017.95833333333,73.4799182785482
"301",2018-01-15,2018,1,53.3000007271767,2018.04166666667,73.7694007648479
"302",2018-02-15,2018,2,33.5999988019466,2018.125,74.0588832511467
"303",2018-03-15,2018,3,52.2000007331371,2018.20833333333,74.3483657374454
"304",2018-04-15,2018,4,89.0000015497208,2018.29166666667,74.6378482237451
"305",2018-05-15,2018,5,103.100001811981,2018.375,74.9273307100439
"306",2018-06-15,2018,6,90.4000028967857,2018.45833333333,75.2168131963426
"307",2018-07-15,2018,7,82.8000009059906,2018.54166666667,75.5062956826414
"308",2018-08-15,2018,8,75.9999975562096,2018.625,75.7957781689402
"309",2018-09-15,2018,9,71.8000009655952,2018.70833333333,76.0852606552389
"310",2018-10-15,2018,10,54.9999997019768,2018.79166666667,76.3747431415386
"311",2018-11-15,2018,11,100.80000013113,2018.875,76.6642256278374
"312",2018-12-15,2018,12,112.59999871254,2018.95833333333,76.9537081141361
"313",2019-01-15,2019,1,99.8999997973442,2019.04166666667,77.2431906004358
"314",2019-02-15,2019,2,113.799996674061,2019.125,77.5326730867346
"315",2019-03-15,2019,3,119.699999690056,2019.20833333333,77.8221555730324
"316",2019-04-15,2019,4,128.3999979496,2019.29166666667,78.1116380593321
"317",2019-05-15,2019,5,126.300007104874,2019.375,78.4011205456309
"318",2019-06-15,2019,6,150.499999523163,2019.45833333333,78.6906030319296
"319",2019-07-15,2019,7,87.8999978303909,2019.54166666667,78.9800855182293
"320",2019-08-15,2019,8,45.2999994158745,2019.625,79.2695680045281
"321",2019-09-15,2019,9,91.499999165535,2019.70833333333,79.5590504908268
"322",2019-10-15,2019,10,85.1000025868416,2019.79166666667,79.8485329771265
"323",2019-11-15,2019,11,95.3999981284142,2019.875,80.1380154634244
"324",2019-12-15,2019,12,145.899996161461,2019.95833333333,80.4274979497231
"325",2020-01-15,2020,1,94.3000018596649,2020.04166666667,80.7169804360228
"326",2020-02-15,2020,2,139.200001955032,2020.125,81.0064629223216
"327",2020-03-15,2020,3,183.300003409386,2020.20833333333,81.2959454086204
"328",2020-04-15,2020,4,153.099998831749,2020.29166666667,81.58542789492
"329",2020-05-15,2020,5,127.900004386902,2020.375,81.8749103812188
"330",2020-06-15,2020,6,148.399993777275,2020.45833333333,82.1643928675176
"331",2020-07-15,2020,7,146.899998188019,2020.54166666667,82.4538753538163
"332",2020-08-15,2020,8,87.4999985098839,2020.625,82.7433578401151
"333",2020-09-15,2020,9,97.0999971032143,2020.70833333333,83.0328403264139
"334",2020-10-15,2020,10,89.5000025629997,2020.79166666667,83.3223228127135
"335",2020-11-15,2020,11,59.2000000178814,2020.875,83.6118052990123
"336",2020-12-15,2020,12,139.10000026226,2020.95833333333,83.9012877853111
"337",2021-01-15,2021,1,101.899996399879,2021.04166666667,84.1907702716107
"338",2021-02-15,2021,2,91.499999165535,2021.125,84.4802527579095
"339",2021-03-15,2021,3,41.7000018060207,2021.20833333333,84.7697352442083
"340",2021-04-15,2021,4,74.5000019669533,2021.29166666667,85.059217730507
"341",2021-05-15,2021,5,47.2000017762184,2021.375,85.3487002168058
"342",2021-06-15,2021,6,48.700001090765,2021.45833333333,85.6381827031046
"343",2021-07-15,2021,7,19.7000000625849,2021.54166666667,85.9276651894043
"344",2021-08-15,2021,8,68.0999979376793,2021.625,86.217147675703
"345",2021-09-15,2021,9,79.7000005841255,2021.70833333333,86.5066301620018
"346",2021-10-15,2021,10,70.9000006318092,2021.79166666667,86.7961126483015
"347",2021-11-15,2021,11,17.6999997347593,2021.875,87.0855951346002
"348",2021-12-15,2021,12,62.5,2021.95833333333,87.375077620899
"349",2022-01-15,2022,1,50.4000000655651,2022.04166666667,87.6645601071978
"350",2022-02-15,2022,2,88.699996471405,2022.125,87.9540425934965
"351",2022-03-15,2022,3,40.1000007987022,2022.20833333333,88.2435250797953
"352",2022-04-15,2022,4,107.100002467632,2022.29166666667,88.533007566095
"353",2022-05-15,2022,5,69.3999975919724,2022.375,88.8224900523937
"354",2022-06-15,2022,6,123.400002717972,2022.45833333333,89.1119725386925
"355",2022-07-15,2022,7,35.9000004827976,2022.54166666667,89.4014550249922
"356",2022-08-15,2022,8,68.8999965786934,2022.625,89.6909375112909
"357",2022-09-15,2022,9,58.8000006973743,2022.70833333333,89.9804199975888
"358",2022-10-15,2022,10,78.5999968647957,2022.79166666667,90.2699024838885
"359",2022-11-15,2022,11,61.999998986721,2022.875,90.5593849701872
"360",2022-12-15,2022,12,86.0000029206276,2022.95833333333,90.848867456486
"361",2023-01-15,2023,1,18.8999995589256,2023.04166666667,91.1383499427857
"362",2023-02-15,2023,2,47.8999987244606,2023.125,91.4278324290844
"363",2023-03-15,2023,3,68.000003695488,2023.20833333333,91.7173149153832
"364",2023-04-15,2023,4,64.9000033736229,2023.29166666667,92.006797401682
"365",2023-05-15,2023,5,87.8000035881996,2023.375,92.2962798879807
"366",2023-06-15,2023,6,71.9999969005585,2023.45833333333,92.5857623742795
